collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate
41934,col,Michoud,-89.955002,30.053888,Lake Carmel Pit (Lower Bay-Sound Clay) - Miller III (1983),,"Lower Bay-Sound Clay, Lake Carmel Pit",19,Holocene,,0.0117,0,11203,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"Lake Carmel Pit, located in an area of reclaimed wetland between Lake Carmel housing development on the east and Jahncke Canal to the west, 0.5 km northeast of the junction of Bullard Avenue and US Interstate Highway 10 on the outskirts of New Orleans, Little Woods quadrangle, Orleans County, Louisiana. Lat/long estimate based on locality of Lake Carmel.",gp_mid,-89.96,30.05,101
41936,col,New Orleans Barrier Trend,-89.955002,30.053888,Lake Carmel Pit (Base of Barrier Bar) - Miller III (1983),,"Base of Barrier Bar, Lake Carmel Pit",31,Holocene,,0.0117,0,11203,US,Louisiana,Orleans,based on nearby landmark,seconds,local area,"Lake Carmel Pit, located in an area of reclaimed wetland between Lake Carmel housing development on the east and Jahncke Canal to the west, 0.5 km northeast of the junction of Bullard Avenue and US Interstate Highway 10 on the outskirts of New Orleans, Little Woods quadrangle, Orleans County, Louisiana. Lat/long estimate based on locality of Lake Carmel.",gp_mid,-89.96,30.05,101
41939,col,Deltaic Mud,-89.955002,30.053888,Lake Carmel Pit (Deltaic Mud) - Miller III (1983),,"Deltaic Mud, Lake Carmel Pit",3,Holocene,,0.0117,0,11203,US,Louisiana,Orleans,based on nearby landmark,seconds,local area,"Lake Carmel Pit, located in an area of reclaimed wetland between Lake Carmel housing development on the east and Jahncke Canal to the west, 0.5 km northeast of the junction of Bullard Avenue and US Interstate Highway 10 on the outskirts of New Orleans, Little Woods quadrangle, Orleans County, Louisiana. Lat/long estimate based on locality of Lake Carmel.",gp_mid,-89.96,30.05,101
41940,col,Michoud,-89.955002,30.053888,Lake Carmel Pit (Upper Bay-Sound Clay) - Miller III (1983),,"Upper Bay-Sound Clay, Lake Carmel Pit",24,Holocene,,0.0117,0,11203,US,Louisiana,Orleans,based on nearby landmark,seconds,local area,"Lake Carmel Pit, located in an area of reclaimed wetland between Lake Carmel housing development on the east and Jahncke Canal to the west, 0.5 km northeast of the junction of Bullard Avenue and US Interstate Highway 10 on the outskirts of New Orleans, Little Woods quadrangle, Orleans County, Louisiana. Lat/long estimate based on locality of Lake Carmel.",gp_mid,-89.96,30.05,101
41942,col,Michoud,-89.955002,30.053888,Lake Carmel Pit (Middle Bay-Sound Clay) - Miller III (1983),,"Middle Bay-Sound Clay, Lake Carmel Pit",9,Holocene,,0.0117,0,11203,US,Louisiana,Orleans,based on nearby landmark,seconds,local area,"Lake Carmel Pit, located in an area of reclaimed wetland between Lake Carmel housing development on the east and Jahncke Canal to the west, 0.5 km northeast of the junction of Bullard Avenue and US Interstate Highway 10 on the outskirts of New Orleans, Little Woods quadrangle, Orleans County, Louisiana. Lat/long estimate based on locality of Lake Carmel.",gp_mid,-89.96,30.05,101
43306,col,,162.366669,11.383333,"E-1 (0-100 ft), Eniwetok Atol",,,59,Holocene,,0.0117,0,11427,MH,,,estimated from map,seconds,small collection,"SPECIFIC LOCATION: Southern end of Parry Island, Eniwetok Atol. 95 ft from lagoon, 495 ft from seaward edge of island, 1,320 ft from seaward edge of reef. Marshall Islands. E-1 remains open. LAT/LONG: estimate stated for approximate position of drill hole.",gp_mid,,,coordinates not computable using this model
43325,col,,162.25,11.666667,"K-1 & K-1B (0-100 ft), Eniwetok Atol",,,3,Holocene,,0.0117,0,11427,MH,,,estimated from map,seconds,small collection,"Western point of Engebi Island, Eniwetok Atol. 450 ft from lagoon, 3750 ft from seaward edge of island, 4600 ft from seaward edge of reef. Marshall Islands. K-1B no longer exists! ""The site of K-1B on Engebi was obliterated by an atomic test."" LAT/LONG: estimate stated for approximate position of drill hole.",gp_mid,,,coordinates not computable using this model
43334,col,,162.199997,11.666667,"F-1 (0-100 ft), Eniwetok Atol",,,33,Holocene,,0.0117,0,11427,MH,,,estimated from map,seconds,small collection,"SPECIFIC LOCATION: Western side of Elugelab Island, Eniwetok Atol. 118 ft from lagoon, 78 ft from seaward edge of island, 3700 ft from seaward edge of reef. Marshall Islands. F-1 no longer exists! ""The exact site of F-1 on Elugelab is now little more than academic interest as the entire island was destroyed in a test of a thermonuclear device shortly after drilling was completed."" LAT/LONG: estimate stated for approximate position of drill hole.",gp_mid,,,coordinates not computable using this model
43337,col,,165.416672,11.583333,"2A (0-100 ft), Bikini Island",,,12,Holocene,,0.0117,0,11432,MH,,,estimated from map,seconds,outcrop,"SPECIFIC LOCATION: Drill hole was located on a grassy flat 16 ft above low tide level near the middle of the lagoon beachline of Bikini Island, 63 ft from the vegetation line at the crest of lagoon beach, Bikini Island, Marshall Islands. LAT/LONG: estimate stated for approximate position of drill hole.",gp_mid,,,coordinates not computable using this model
43667,col,,11.333333,45.616669,"Fornace di Cornedo (Holocene), Cornedo Vincentino, Valle dell'Agno, Vicenza",,,9,Holocene,,0.0117,0,11465,IT,Vicenza,,based on nearby landmark,minutes,,Co-ordinates based on the village of Cornedo Vincentino. The site is near here in the Valle dell'Agno.,gp_mid,11.33,45.62,307
43690,col,,11.55,45.549999,"Grotta Maggiore do S. Bernardino (Holocene), Colli Berici, Northern Italy",,,4,Holocene,,0.0117,0,11465,IT,Vicenza,,based on nearby landmark,seconds,,"Site is on the slopes of Colli Berici, close to Palu di Mossano, approximately 20km south of Vicenza city (on which the co-ordinates are based).",gp_mid,11.55,45.55,307
43706,col,,-48.666668,-28.218332,"Nova Brasilia, Mirim-Imarui-Santo Antonio lagoonal complex",,Nova Brasilia,11,Holocene,,0.0117,0,11517,BR,Nova Brasilia,,,seconds,outcrop,"At northern extremity of lagoonal complex, in the Nova Brasilia region, northern Mirim-Imarui-Santo Antonio lagoonal complex, Santa Catarina, Brazil. Lat/long estimate based on Imbituba (populated place), Santa Catarina",gp_mid,-48.67,-28.22,201
44952,col,,-109.995003,43.125,Whimpy Lake,,,1,Holocene,,0.0117,0,47720,US,Wyoming,,based on nearby landmark,3,small collection,"A small kettle hole that has no outlet. Lies on a moraine just west of Bridger Wilderness Area in Sublette County, about 3 miles northwest of New Fork Lake.",gp_mid,-110,43.13,101
48462,col,,-91,79.75,Axel Heiberg Island (Gordillo and Aitken),,,17,Holocene,,0.0117,0,12949,CA,Nunavut,,based on political unit,seconds,local area,"Axel Heiberg Island, Nunuvit Province, Canada. Geographic details not provided beyond ""Axel Heiberg Island"".",gp_mid,-91,79.75,106
48463,col,,-78,79.816666,Ellesmere Island (Gordillo and Aitken),,,10,Holocene,,0.0117,0,12949,CA,Nunavut,,based on political unit,seconds,local area,"Ell3smere Island, Nunuvit Province, Canada. Geographic details not provided beyond ""Ell3smere Island"".",gp_mid,-78,79.82,106
48464,col,,-88,75.25,Devon Island (Gordillo and Aitken),,,10,Holocene,,0.0117,0,12949,CA,Nunavut,,based on political unit,seconds,local area,"Devon Island, Nunuvit Province, Canada. Geographic details not provided beyond ""Devon Island"".",gp_mid,-88,75.25,106
48465,col,,-99,72.666664,Prince of Wales Island (Gordillo and Aitken),,,15,Holocene,,0.0117,0,12949,CA,Nunavut,,based on political unit,seconds,local area,"Prince of Wales Island, Nunuvit Province, Canada. Geographic details not provided beyond ""Prince of Wales Island"".",gp_mid,-99,72.67,101
48553,col,,19,50,Duzej Sowy Cave,,,1,Holocene,,0.0117,0,12914,PL,,,estimated from map,degrees,,,gp_mid,19,50,305
48554,col,,19,50,Giebultow,,,2,Holocene,,0.0117,0,12914,PL,,,estimated from map,degrees,,,gp_mid,19,50,305
51005,col,,-71.383331,46.700001,Saint-Nicolas,,,52,Holocene,,0.0117,0,33072,CA,Quebec,,stated in text,minutes,,"The Saint-Nicolas (46°42=N, 71°23=W) site is a large sandpit located in the Saint-Nicolas ward of the city of Lévis, across the river from the city of Québec",gp_mid,-71.38,46.7,101
51030,col,,-83.936386,42.013332,Tecumseh,,,1,Holocene,,0.0117,0,33072,US,Michigan,Lenawee,estimated from map,seconds,,found in a swamp in north east corner of county Lenawee,gp_mid,-83.94,42.01,101
51031,col,,-83.640282,43.179169,Thetford Center,,,1,Holocene,,0.0117,0,33072,US,Michigan,Genesee,estimated from map,seconds,,"property of W. Hummell on Genesee Road near Thetford Center, curing a cellar excavation",gp_mid,-83.64,43.18,101
51032,col,,-83.330833,44.420277,Oscoda,,,1,Holocene,,0.0117,0,33072,US,Michigan,Iosco,estimated from map,seconds,,found in the southwest corner of the excavation for a school in Oscoda,gp_mid,-83.33,44.42,101
51310,col,Sakuragicho,139.642227,35.449165,Kanagawa Prefectural Office,,,13,Holocene,,0.0117,0,13662,JP,,,estimated from map,seconds,,"Kanagawa Prefectural Office, Minami-naka-dori, Naka-ku, Yokohama City",gp_mid,139.64,35.45,610
52489,col,,11.319722,49.016945,"Euerwanger Bühl, A1, Euerwang, Franken",,,5,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52490,col,,11.319722,49.016945,"Euerwanger Bühl, A2, Euerwang, Franken",,,6,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52491,col,,11.319722,49.016945,"Euerwanger Bühl, R I, Euerwang, Franken",,,3,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52492,col,,11.319722,49.016945,"Euerwanger Bühl, R II, Euerwang, Franken",,,2,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52493,col,,11.319722,49.016945,"Euerwanger Bühl, R III, Euerwang, Franken",,,3,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52512,col,,11.319722,49.016945,"Euerwanger Bühl, R IV, Euerwang, Franken",,,3,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52513,col,,11.319722,49.016945,"Euerwanger Bühl, R V, Euerwang, Franken",,,3,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52514,col,,11.319722,49.016945,"Euerwanger Bühl, R VI, Euerwang, Franken",,,3,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52515,col,,11.319722,49.016945,"Euerwanger Bühl, R VII, Euerwang, Franken",,,1,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52516,col,,11.319722,49.016945,"Euerwanger Bühl, B, Euerwang, Franken",,,9,Holocene,,0.0117,0,14119,DE,Bayern,,based on nearby landmark,seconds,,"Euerwanger Bühl, Euerwang, close to Greding, North of Ingolstadt, Franken",gp_mid,11.32,49.02,305
52889,col,,139.719437,35.171391,Yokosuka Thermal Power Station,,Kurihama Bay. Kurihama-wan,2,Holocene,,0.0117,0,14250,JP,,,stated in text,seconds,,Near Yokosuka,gp_mid,139.72,35.17,610
54129,col,,137.891388,36.903332,Mawaki,,,6,Holocene,,0.0117,0,14632,JP,,,estimated from map,seconds,,"located at a small alluvial plane near the seashore of Noto Peninsula, facing on the entrance of Toyama Bay, Central Japan",gp_mid,137.89,36.9,610
54130,col,Destacamento,-57.408333,-35.768612,Rio Salado (Destacamento),,LP49,1,Holocene,,0.0117,0,14633,AR,Buenos Aires,,stated in text,seconds,,,gp_mid,-57.41,-35.77,202
54131,col,Las Escobas,-57.408333,-35.768612,Rio Salado (Las Escobas),,"LP52, LP67",1,Holocene,,0.0117,0,14633,AR,Buenos Aires,,stated in text,seconds,,,gp_mid,-57.41,-35.77,202
54132,col,Las Escobas,-57.487778,-35.9725,Canal de Las Escobas,,"LP50, LP66",1,Holocene,,0.0117,0,14633,AR,Buenos Aires,,stated in text,seconds,,,gp_mid,-57.49,-35.97,202
54133,col,Las Escobas,-57.305279,-35.5825,"Rio Samborombon, north",,"LP51, LP68",2,Holocene,,0.0117,0,14633,AR,,,stated in text,seconds,,10 km north of of the Samborombon river,gp_mid,-57.31,-35.58,202
54134,col,Las Escobas,-57.946388,-34.894169,La Plata,,"LP54, LP46, LP47",2,Holocene,,0.0117,0,14633,AR,Buenos Aires,,stated in text,seconds,,,gp_mid,-57.95,-34.89,202
55533,col,,4.053056,51.958057,"Maasvlakte, Fauna III",,"Meuse Levels, Beer canal",37,Holocene,,0.0117,0,14999,NL,,,estimated from map,seconds,,down-stream from Rotterdam towards the Hook of Holland,gp_mid,4.05,51.96,315
55605,col,,120.533333,31.866667,Sha-chou County,,,1,Holocene,,0.0117,0,15019,CN,Jiangsu,Sha-chou,based on political unit,seconds,,lat/long from GeoRef entry for this paper,gp_mid,120.53,31.87,604
56380,col,Kisagata shell bed,139.906113,39.207779,Kisagata,,Nikaho,16,Holocene,,0.0117,0,15190,JP,Akita,,estimated from map,seconds,small collection,,gp_mid,139.91,39.21,610
56423,col,,-75.083054,38.71611,Rehoboth Beach,,,1,Holocene,,0.0117,0,29063,US,Delaware,Sussex,estimated from map,seconds,,,gp_mid,-75.08,38.72,109
56802,col,,7.268056,43.701389,"Etoile core, level II-1, Holocene, Nice",,,22,Holocene,,0.0117,0,15306,FR,,,stated in text,seconds,hand sample,"Lambert III coordinates: x=997.23, y=3167.62\r\nCar park of Etoile, in the city of Nice",gp_mid,7.27,43.7,305
56803,col,,7.268056,43.701389,"Etoile core, level II-2, Holocene, Nice",,,74,Holocene,,0.0117,0,15306,FR,,,stated in text,seconds,hand sample,"Lambert III coordinates: x=997.23, y=3167.62\r\nCar park of Etoile, in the city of Nice",gp_mid,7.27,43.7,305
56804,col,,7.268056,43.701389,"Etoile core, level II-3, Holocene, Nice",,,21,Holocene,,0.0117,0,15306,FR,,,stated in text,seconds,hand sample,"Lambert III coordinates: x=997.23, y=3167.62\r\nCar park of Etoile, in the city of Nice",gp_mid,7.27,43.7,305
56805,col,,7.268056,43.701389,"Etoile core, level II-4, Holocene, Nice",,,20,Holocene,,0.0117,0,15306,FR,,,stated in text,seconds,hand sample,"Lambert III coordinates: x=997.23, y=3167.62\r\nCar park of Etoile, in the city of Nice",gp_mid,7.27,43.7,305
56806,col,,7.268056,43.701389,"Etoile core, level III-1-15, Holocene, Nice",,,73,Holocene,,0.0117,0,15306,FR,,,stated in text,seconds,hand sample,"Lambert III coordinates: x=997.23, y=3167.62\r\nCar park of Etoile, in the city of Nice",gp_mid,7.27,43.7,305
59150,col,,2.95,50.299999,"Paleolithic, Biache-Saint-Vaast, Pas-de-Calais",,,13,Holocene,,0.0117,0,16894,FR,,,based on nearby landmark,minutes,hand sample,"Site accessible only during excavations for building of the ""Chatillon-Commentry-Biache"" factory",gp_mid,2.95,50.3,315
60122,col,,172.42305,-40.656113,Baby Grand Cave,,,1,Holocene,,0.0117,0,17272,NZ,,,estimated from map,seconds,,about 1 km from the present shoreline (fr M25 3145 6120) and is about 60 m a.s.l. ,gp_mid,172.42,-40.66,806
60123,col,,172.439728,-40.639442,Wet Neck Cave,,,1,Holocene,,0.0117,0,17272,NZ,,,estimated from map,seconds,,"about 1 km from the coast, gr M25 6235 6295",gp_mid,172.44,-40.64,806
60124,col,,172.446106,-40.633331,Creightens Cave,,,1,Holocene,,0.0117,0,17272,NZ,,,estimated from map,seconds,,M25 6435 6410,gp_mid,172.45,-40.63,806
60125,col,,172.819168,-40.825279,Takaka Cave,,,1,Holocene,,0.0117,0,17272,NZ,,,estimated from map,seconds,,about 8 km northeast of Takaka,gp_mid,172.82,-40.83,806
61308,col,Matadero Saldungaray,-61.75,-38.25,"Balneario Saldungaray Matadero Saldungaray Fm., Buenos Aires, Argentina",,,2,Holocene,,0.0117,0,17632,AR,Buenos Aires,,estimated from map,seconds,outcrop,left margin of the Sauce Grande River at the riverside village of Saldungaray,gp_mid,-61.75,-38.25,202
63338,col,,-62.083332,-38.533333,Arroyo Napostá Grande (Miembro Limo Arenoso Superior),,,20,Holocene,,0.0117,0,23893,AR,Buenos Aires,,estimated from map,seconds,outcrop,"in the middle valley of the arroyo Napostá Grande, 29 km north from Bahía Blanca city by the road to Cabildo village known as ""La Carrindanga"" (Deschamps 2005)",gp_mid,-62.08,-38.53,202
63339,col,Chacra La Blanqueada,-62.15139,-38.363888,Arroyo Napostá Grande (Formación Chacra la Blanqueada),,García del Río,4,Holocene,,0.0117,0,23893,AR,Buenos Aires,,stated in text,seconds,outcrop,"in the middle valley of the arroyo Napostá Grande, 29 km north from Bahía Blanca city by the road to Cabildo village known as ""La Carrindanga"" (Deschamps 2005)",gp_mid,-62.15,-38.36,202
63340,col,Matadero Saldungaray,-62.083332,-38.533333,Arroyo Napostá Grande (Formación Matadero Saldungaray),,,2,Holocene,,0.0117,0,23893,AR,Buenos Aires,,estimated from map,seconds,outcrop,"in the middle valley of the arroyo Napostá Grande, 29 km north from Bahía Blanca city by the road to Cabildo village known as ""La Carrindanga""",gp_mid,-62.08,-38.53,202
63342,col,,-61.75,-38.583332,Puesto La Florida Upper Section,,,6,Holocene,,0.0117,0,17632,AR,Buenos Aires,,stated in text,seconds,outcrop,in the Sauce Grande river valley between Bajo San José and Las Obscuras localities,gp_mid,-61.75,-38.58,202
63343,col,Chacra La Blanqueada,-61.783333,-38.583332,"Puesto La Florida Chacra La Blanqueada Fm., Buenos Aires, Argentina",,,1,Holocene,,0.0117,0,17632,AR,Buenos Aires,,estimated from map,seconds,outcrop,in the Sauce Grande river valley between Bajo San José and Las Obscuras localities,gp_mid,-61.78,-38.58,202
63344,col,Matadero Saldungaray,-61.75,-38.583332,Puesto La Florida Matadero Saldungaray Fm,,,1,Holocene,,0.0117,0,17632,AR,Buenos Aires,,stated in text,seconds,outcrop,in the Sauce Grande river valley between Bajo San José and Las Obscuras localities,gp_mid,-61.75,-38.58,202
63346,col,,-62.166668,-38.366669,"García del Río Upper Section, Buenos Aires, Argentina",,,1,Holocene,,0.0117,0,17632,AR,Buenos Aires,,estimated from map,seconds,outcrop,placed upstream of the Napostá Grande locality in the arroyo Napostá Grande,gp_mid,-62.17,-38.37,202
63347,col,Chacra La Blanqueada,-62.166668,-38.366669,"García del Río Chacra La Blanqueada Fm., Buenos Aires, Argentina",,,1,Holocene,,0.0117,0,17632,AR,Buenos Aires,,estimated from map,seconds,outcrop,placed upstream of the Napostá Grande locality in the arroyo Napostá Grande,gp_mid,-62.17,-38.37,202
63350,col,,115.966667,-31.9,"Middle Holocene, Guildford, Western Australia",,,31,Holocene,,0.0117,0,18218,AU,Western Australia,,based on nearby landmark,seconds,local area,"SPECIFIC LOCATION: Estuary of the Swan River below Guildford and about 26 km upstream from the mouth at Freemantle. The area dredged was about 1,000 m long by 45 m wide, on either side of but mainly below the Helena River confludence. Spoil was pumped ashore and discharged from a steel pipe line about 0.7 km away on the flood-plain of the Helena River adjacent to Great Eastern Highway and the Guildford State Primary School. LAT/LONG: estimated stated in text.",gp_mid,115.97,-31.9,801
63358,col,Herschell Limestone,115.51667,-32,"Bagdad Member, Herschell Limestone - Rottnest Island",,,11,Holocene,,0.0117,0,18221,AU,Western Australia,,estimated from map,seconds,outcrop,"SPECIFIC LOCATION: Mt Herschell Quarry (type section), Rottnest Island, Western Australia. The formation also outcrops around margins of the salt lakes on Rottnest Island. LAT/LONG: estimated based on Rottnest Island, Western Australia",gp_mid,115.52,-32,801
63359,col,Herschell Limestone,115.51667,-32,"Vincent Member, Herschell Limestone - Rottnest Island",,,12,Holocene,,0.0117,0,18221,AU,Western Australia,,estimated from map,seconds,outcrop,"SPECIFIC LOCATION: Mt Herschell Quarry (type section), Rottnest Island, Western Australia. The formation also outcrops around margins of the salt lakes on Rottnest Island. LAT/LONG: estimated based on Rottnest Island, Western Australia",gp_mid,115.52,-32,801
63402,col,,-84.180275,42.840279,Harper Site,,,20,Holocene,,0.0117,0,18196,US,Michigan,Shiawassee,estimated from map,seconds,,location is estimated. Only the latitude is listed by Holman et al.,gp_mid,-84.18,42.84,101
63428,col,,-86.783333,36.183334,The First American Bank Site Feature 9,,,17,Holocene,,0.0117,0,18245,US,Tennessee,Davidson,stated in text,minutes,small collection,"Within City Limits of Nashville, Third to Fourth Avenues between Union and Deaderick Streets",gp_mid,-86.78,36.18,101
63700,col,,-83.833336,43.599998,Saginaw River Mouth - Graptemys,,,1,Holocene,,0.0117,0,18297,US,Michigan,Bay,estimated from map,minutes,,,gp_mid,-83.83,43.6,101
